Year,Candidate,Party,State,Votes,Pct
1904,"Parker, Alton",Democratic,Alaska,0,0
1904,"Roosevelt, Theodore (Teddy)",Democratic,Alaska,0,0
1904,"Debs, Eugene",Socialist,Alaska,0,0
1900,Total,Total,Alaska,0,0
1900,"Bryan, William",Democratic,Alaska,0,0
1900,"McKinley, William",Republican,Alaska,0,0
1896,Total,Total,Alaska,0,0
1896,"Bryan, William",Democratic,Alaska,0,0
1896,"McKinley, William",Republican,Alaska,0,0
1892,Total,Total,Alaska,0,0
1892,"Cleveland, Grover",Democratic,Alaska,0,0
1892,"Harrison, Benjamin",Republican,Alaska,0,0
1892,"Weaver, James",Populist,Alaska,0,0
1888,Total,Total,Alaska,0,0
1888,"Cleveland, Grover",Democratic,Alaska,0,0
1888,"Harrison, Benjamin",Republican,Alaska,0,0
1884,Total,Total,Alaska,0,0
1884,"Cleveland, Grover",Democratic,Alaska,0,0
1884,"Blaine, James",Republican,Alaska,0,0
1880,Total,Total,Alaska,0,0
1880,"Hancock, Winfield",Democratic,Alaska,0,0
1880,"Garfield, James",Republican,Alaska,0,0
1880,"Weaver, James",Greenback,Alaska,0,0
1876,Total,Total,Alaska,0,0
1876,"Tilden, Samuel",Democratic,Alaska,0,0
1876,"Hayes, Rutherford",Republican,Alaska,0,0
1872,Total,Total,Alaska,0,0
1872,"Greeley, Horace",Liberal Republican/Democratic,Alaska,0,0
1872,"Grant, Ulysses",Republican,Alaska,0,0
1868,Total,Total,Alaska,0,0
1868,"Seymour, Horatio",Democratic,Alaska,0,0
1868,"Grant, Ulysses",Republican,Alaska,0,0
1864,Total,Total,Alaska,0,0
1864,"McClellan, George",Democratic,Alaska,0,0
1864,"Lincoln, Abraham",National Union (Republican),Alaska,0,0
1860,Total,Total,Alaska,0,0
1860,"Douglas, Stephen",(Northern) Democratic,Alaska,0,0
1860,"Lincoln, Abraham",Republican,Alaska,0,0
1860,"Breckinridge, John",Southern Democratic,Alaska,0,0
1860,"Bell, John",Constitutional Union,Alaska,0,0
1856,Total,Total,Alaska,0,0
1856,"Buchanan, James",Democratic,Alaska,0,0
1856,"Fremont, John",Republican,Alaska,0,0
1856,"Fillmore, Millard","Fillmore, Millard",Alaska,0,0
1852,Total,Total,Alaska,0,0
1852,"Pierce, Franklin",Democratic,Alaska,0,0
1852,"Scott, Winfield",Whig,Alaska,0,0
1852,"Hale, John",Free Soil,Alaska,0,0
1848,Total,Total,Alaska,0,0
1848,"Cass, Lewis",Democratic,Alaska,0,0
1848,"Taylor, Zachary",Whig,Alaska,0,0
1848,"Van Buren, Martin",Free Soil,Alaska,0,0
1844,Total,Total,Alaska,0,0
1844,"Polk, James",Democratic,Alaska,0,0
1844,"Clay, Henry",Whig,Alaska,0,0
1844,"Birney, James",Liberty,Alaska,0,0
1840,Total,Total,Alaska,0,0
1840,"Van Buren, Martin",Democratic,Alaska,0,0
1840,"Harrison, William",Whig,Alaska,0,0
1836,Total,Total,Alaska,0,0
1836,"Van Buren, Martin",Democratic,Alaska,0,0
1836,"Harrison, William",Whig,Alaska,0,0
1836,"White, Hugh",Whig,Alaska,0,0
1836,"Webster, Daniel",Whig,Alaska,0,0
1832,Total,Total,Alaska,0,0
1832,"Jackson, Andrew",Democratic,Alaska,0,0
1832,"Clay, Henry",National Republican,Alaska,0,0
1832,"Wirt, William",Anti-Masonic,Alaska,0,0
1828,Total,Total,Alaska,0,0
1828,"Jackson, Andrew",Democratic,Alaska,0,0
1828,"Adams, John Quincy",National Republican,Alaska,0,0
2016,Total,Total,Arizona,2604657,100.0
2016,"Clinton, Hillary",Democratic,Arizona,1161167,44.58041884209706
2016,"Trump, Donald",Republican,Arizona,1252401,48.083144920809154
2016,"Johnson, Gary",Libertarian,Arizona,106327,4.082188172953291
2012,Total,Total,Arizona,2306559,100.0
2012,"Obama, Barack",Democratic,Arizona,1025232,44.44854868225786
2012,"Romney, Mitt",Republican,Arizona,1233654,53.484606290149095
2008,Total,Total,Arizona,2303838,100.0
2008,"Obama, Barack",Democratic,Arizona,1034707,44.91231588332166
2008,"McCain, John",Republican,Arizona,1230111,53.39398863982624
2004,Total,Total,Arizona,2016102,100.0
2004,"Kerry, John",Democratic,Arizona,893524,44.31938463430917
2004,"Bush, George W.",Republican,Arizona,1104294,54.77371680599494
2000,Total,Total,Arizona,1534113,100.0
2000,"Gore, Al",Democratic,Arizona,685341,44.67343670251148
2000,"Bush, George W.",Republican,Arizona,781652,50.95139667025832
2000,"Nader, Ralph",Green,Arizona,45645,2.9753349329547434
1996,Total,Total,Arizona,1404405,100.0
1996,"Clinton, Bill",Democratic,Arizona,653288,46.517065946076805
1996,"Dole, Bob",Republican,Arizona,622073,44.294416496665846
1996,"Perot, Ross",Reform,Arizona,112072,7.980034249379631
1992,Total,Total,Arizona,1487006,100.0
1992,"Clinton, Bill",Democratic,Arizona,543050,36.519691245361486
1992,"Bush, George H.W.",Republican,Arizona,572086,38.47233972156131
1992,"Perot, Ross",Independent,Arizona,353741,23.788807846101495
1988,Total,Total,Arizona,1171873,100.0
1988,"Dukakis, Michael",Democratic,Arizona,454029,38.7438741228785
1988,"Bush, George H.W.",Republican,Arizona,702541,59.95026764845679
1984,Total,Total,Arizona,1025897,100.0
1984,"Mondale, Walter",Democratic,Arizona,333854,32.54264316983089
1984,"Reagan, Ronald",Republican,Arizona,681416,66.42148285841562
1980,Total,Total,Arizona,873945,100.0
1980,"Carter, Jimmy",Democratic,Arizona,246843,28.244683589928428
1980,"Reagan, Ronald",Republican,Arizona,529688,60.60884838290739
1980,"Anderson, John",Independent,Arizona,76952,8.805130757656375
1976,Total,Total,Arizona,742719,100.0
1976,"Carter, Jimmy",Democratic,Arizona,295602,39.79997818825154
1976,"Ford, Gerald",Republican,Arizona,418642,56.36613577948053
1972,Total,Total,Arizona,653505,100.0
1972,"McGovern, George",Democratic,Arizona,198540,30.38079280189134
1972,"Nixon, Richard",Republican,Arizona,402812,61.6387020757301
1968,Total,Total,Arizona,486936,100.0
1968,"Humphrey, Hubert",Democratic,Arizona,170514,35.017743604909064
1968,"Nixon, Richard",Republican,Arizona,266721,54.77537089063039
1968,"Wallace, George",American Independent,Arizona,46573,9.564501289697208
1964,Total,Total,Arizona,480770,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Arizona,237753,49.4525448759282
1964,"Goldwater, Barry",Republican,Arizona,242535,50.447199284481144
1960,Total,Total,Arizona,398491,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Arizona,176781,44.362607938447795
1960,"Nixon, Richard",Republican,Arizona,221241,55.51969806093488
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Arizona,469,0.11769400061732888
1956,Total,Total,Arizona,290173,100.0
1956,"Stevenson, Adlai",Democratic,Arizona,112880,38.90093151326967
1956,"Eisenhower, Dwight",Republican,Arizona,176990,60.99464802031891
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Arizona,303,0.10442046641141664
1952,Total,Total,Arizona,260570,100.0
1952,"Stevenson, Adlai",Democratic,Arizona,108528,41.65022834555014
1952,"Eisenhower, Dwight",Republican,Arizona,152042,58.34977165444986
1948,Total,Total,Arizona,177065,100.0
1948,"Truman, Harry",Democratic,Arizona,95251,53.79436929940982
1948,"Dewey, Thomas",Republican,Arizona,77597,43.82401942789371
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Arizona,0,0.0
1948,"Wallace, Henry",Progressive,Arizona,3310,1.8693700053652613
1944,Total,Total,Arizona,137634,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Arizona,80926,58.797971431477684
1944,"Dewey, Thomas",Republican,Arizona,56287,40.89614484793002
1940,Total,Total,Arizona,150039,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Arizona,95267,63.494824678916814
1940,"Wilkie, Wendell",Republican,Arizona,54030,36.01063723431908
1936,Total,Total,Arizona,124163,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Arizona,86722,69.84528402181004
1936,"Landon, Alf",Republican,Arizona,33433,26.926701191176114
1932,Total,Total,Arizona,118251,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Arizona,79264,67.03029995518008
1932,"Hoover, Herbert",Republican,Arizona,36104,30.531665694159035
1932,"Thomas, Norman",Socialist,Arizona,2618,2.2139347658793582
1928,Total,Total,Arizona,91254,100.0
1928,"Smith, Al",Democratic,Arizona,38537,42.2304775681066
1928,"Hoover, Herbert",Republican,Arizona,52533,57.56788743507134
1924,Total,Total,Arizona,73961,100.0
1924,"Davis, John",Democratic,Arizona,26235,35.4713970876543
1924,"Coolidge, Calvin",Republican,Arizona,30516,41.259582753072564
1924,"LaFollette, Robert",Progressive,Arizona,17210,23.26902015927313
1920,Total,Total,Arizona,66562,100.0
1920,"Cox, John",Democratic,Arizona,29546,44.38869024368258
1920,"Harding, Warren",Republican,Arizona,37016,55.61130975631742
1920,"Debs, Eugene",Socialist,Arizona,0,0.0
1916,Total,Total,Arizona,58021,100.0
1916,"Wilson, Woodrow",Democratic,Arizona,33170,57.16895606763069
1916,"Hughes, Charles",Republican,Arizona,20524,35.373399286465244
1916,"Benson, Allan",Socialist,Arizona,3174,5.470433119043105
1912,Total,Total,Arizona,23722,100.0
1912,"Wilson, Woodrow",Democratic,Arizona,10324,43.520782396088016
1912,"Taft, William",Republican,Arizona,3021,12.73501391113734
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Arizona,6949,29.29348284293061
1912,"Debs, Eugene",Socialist,Arizona,3163,13.333614366410927
1908,Total,Total,Arizona,0,0
1908,"Bryan, William",Democratic,Arizona,0,0
1908,"Taft, William",Republican,Arizona,0,0
1908,"Debs, Eugene",Socialist,Arizona,0,0
1904,Total,Total,Arizona,0,0
1904,"Parker, Alton",Democratic,Arizona,0,0
1904,"Roosevelt, Theodore (Teddy)",Democratic,Arizona,0,0
1904,"Debs, Eugene",Socialist,Arizona,0,0
1900,Total,Total,Arizona,0,0
1900,"Bryan, William",Democratic,Arizona,0,0
1900,"McKinley, William",Republican,Arizona,0,0
1896,Total,Total,Arizona,0,0
1896,"Bryan, William",Democratic,Arizona,0,0
1896,"McKinley, William",Republican,Arizona,0,0
1892,Total,Total,Arizona,0,0
1892,"Cleveland, Grover",Democratic,Arizona,0,0
1892,"Harrison, Benjamin",Republican,Arizona,0,0
1892,"Weaver, James",Populist,Arizona,0,0
1888,Total,Total,Arizona,0,0
1888,"Cleveland, Grover",Democratic,Arizona,0,0
1888,"Harrison, Benjamin",Republican,Arizona,0,0
1884,Total,Total,Arizona,0,0
1884,"Cleveland, Grover",Democratic,Arizona,0,0
1884,"Blaine, James",Republican,Arizona,0,0
1880,Total,Total,Arizona,0,0
1880,"Hancock, Winfield",Democratic,Arizona,0,0
1880,"Garfield, James",Republican,Arizona,0,0
1880,"Weaver, James",Greenback,Arizona,0,0
1876,Total,Total,Arizona,0,0
1876,"Tilden, Samuel",Democratic,Arizona,0,0
1876,"Hayes, Rutherford",Republican,Arizona,0,0
1872,Total,Total,Arizona,0,0
1872,"Greeley, Horace",Liberal Republican/Democratic,Arizona,0,0
1872,"Grant, Ulysses",Republican,Arizona,0,0
1868,Total,Total,Arizona,0,0
1868,"Seymour, Horatio",Democratic,Arizona,0,0
1868,"Grant, Ulysses",Republican,Arizona,0,0
1864,Total,Total,Arizona,0,0
1864,"McClellan, George",Democratic,Arizona,0,0
1864,"Lincoln, Abraham",National Union (Republican),Arizona,0,0
1860,Total,Total,Arizona,0,0
1860,"Douglas, Stephen",(Northern) Democratic,Arizona,0,0
1860,"Lincoln, Abraham",Republican,Arizona,0,0
1860,"Breckinridge, John",Southern Democratic,Arizona,0,0
1860,"Bell, John",Constitutional Union,Arizona,0,0
1856,Total,Total,Arizona,0,0
1856,"Buchanan, James",Democratic,Arizona,0,0
1856,"Fremont, John",Republican,Arizona,0,0
1856,"Fillmore, Millard","Fillmore, Millard",Arizona,0,0
1852,Total,Total,Arizona,0,0
1852,"Pierce, Franklin",Democratic,Arizona,0,0
1852,"Scott, Winfield",Whig,Arizona,0,0
1852,"Hale, John",Free Soil,Arizona,0,0
1848,Total,Total,Arizona,0,0
1848,"Cass, Lewis",Democratic,Arizona,0,0
1848,"Taylor, Zachary",Whig,Arizona,0,0
1848,"Van Buren, Martin",Free Soil,Arizona,0,0
1844,Total,Total,Arizona,0,0
1844,"Polk, James",Democratic,Arizona,0,0
1844,"Clay, Henry",Whig,Arizona,0,0
1844,"Birney, James",Liberty,Arizona,0,0
1840,Total,Total,Arizona,0,0
1840,"Van Buren, Martin",Democratic,Arizona,0,0
1840,"Harrison, William",Whig,Arizona,0,0
1836,Total,Total,Arizona,0,0
1836,"Van Buren, Martin",Democratic,Arizona,0,0
1836,"Harrison, William",Whig,Arizona,0,0
1836,"White, Hugh",Whig,Arizona,0,0
1836,"Webster, Daniel",Whig,Arizona,0,0
1832,Total,Total,Arizona,0,0
1832,"Jackson, Andrew",Democratic,Arizona,0,0
1832,"Clay, Henry",National Republican,Arizona,0,0
1832,"Wirt, William",Anti-Masonic,Arizona,0,0
1828,Total,Total,Arizona,0,0
1828,"Jackson, Andrew",Democratic,Arizona,0,0
1828,"Adams, John Quincy",National Republican,Arizona,0,0
2016,Total,Total,Arkansas,1130635,100.0
2016,"Clinton, Hillary",Democratic,Arkansas,380494,33.65312412936093
2016,"Trump, Donald",Republican,Arkansas,684872,60.57410216382829
2016,"Johnson, Gary",Libertarian,Arkansas,29829,2.638251955759374
2012,Total,Total,Arkansas,1069468,100.0
2012,"Obama, Barack",Democratic,Arkansas,394409,36.87899030172011
2012,"Romney, Mitt",Republican,Arkansas,647744,60.56693608410911
2008,Total,Total,Arkansas,1086617,100.0
2008,"Obama, Barack",Democratic,Arkansas,422310,38.86465976512424
2008,"McCain, John",Republican,Arkansas,638017,58.7159044999296
2004,Total,Total,Arkansas,1054945,100.0
2004,"Kerry, John",Democratic,Arkansas,469953,44.547630445189085
2004,"Bush, George W.",Republican,Arkansas,572898,54.30595907843537
2000,Total,Total,Arkansas,921781,100.0
2000,"Gore, Al",Democratic,Arkansas,422768,45.86425626043496
2000,"Bush, George W.",Republican,Arkansas,472940,51.30719769663293
2000,"Nader, Ralph",Green,Arkansas,13421,1.4559857493265753
1996,Total,Total,Arkansas,884262,100.0
1996,"Clinton, Bill",Democratic,Arkansas,475171,53.73644915194818
1996,"Dole, Bob",Republican,Arkansas,325416,36.800857664357395
1996,"Perot, Ross",Reform,Arkansas,69884,7.9030875464511645
1992,Total,Total,Arkansas,950653,100.0
1992,"Clinton, Bill",Democratic,Arkansas,505823,53.20795284925204
1992,"Bush, George H.W.",Republican,Arkansas,337324,35.483399305529986
1992,"Perot, Ross",Independent,Arkansas,99132,10.427779641993451
1988,Total,Total,Arkansas,827738,100.0
1988,"Dukakis, Michael",Democratic,Arkansas,349237,42.19173216645847
1988,"Bush, George H.W.",Republican,Arkansas,466578,56.367836199377095
1984,Total,Total,Arkansas,884406,100.0
1984,"Mondale, Walter",Democratic,Arkansas,338646,38.29078500145861
1984,"Reagan, Ronald",Republican,Arkansas,534774,60.46702532547269
1980,Total,Total,Arkansas,837582,100.0
1980,"Carter, Jimmy",Democratic,Arkansas,398041,47.522630620046755
1980,"Reagan, Ronald",Republican,Arkansas,403164,48.13427222648051
1980,"Anderson, John",Independent,Arkansas,22468,2.682483625483833
1976,Total,Total,Arkansas,769396,100.0
1976,"Carter, Jimmy",Democratic,Arkansas,499614,64.93587177474278
1976,"Ford, Gerald",Republican,Arkansas,268753,34.93038695288252
1972,Total,Total,Arkansas,647666,100.0
1972,"McGovern, George",Democratic,Arkansas,198899,30.71011910460021
1972,"Nixon, Richard",Republican,Arkansas,445751,68.82420877427563
1968,Total,Total,Arkansas,609590,100.0
1968,"Humphrey, Hubert",Democratic,Arkansas,184901,30.332026444003347
1968,"Nixon, Richard",Republican,Arkansas,189062,31.01461638150232
1968,"Wallace, George",American Independent,Arkansas,235627,38.65335717449433
1964,Total,Total,Arkansas,560426,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Arkansas,314197,56.06395848872108
1964,"Goldwater, Barry",Republican,Arkansas,243264,43.40697969044977
1960,Total,Total,Arkansas,428509,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Arkansas,215049,50.185410341439734
1960,"Nixon, Richard",Republican,Arkansas,184508,43.058138802218856
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Arkansas,28952,6.756450856341407
1956,Total,Total,Arkansas,406572,100.0
1956,"Stevenson, Adlai",Democratic,Arkansas,213277,52.45737532343595
1956,"Eisenhower, Dwight",Republican,Arkansas,186287,45.81894473795539
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Arkansas,7008,1.7236799386086596
1952,Total,Total,Arkansas,404800,100.0
1952,"Stevenson, Adlai",Democratic,Arkansas,226300,55.90415019762846
1952,"Eisenhower, Dwight",Republican,Arkansas,177155,43.76358695652174
1948,Total,Total,Arkansas,242475,100.0
1948,"Truman, Harry",Democratic,Arkansas,149659,61.72141457882256
1948,"Dewey, Thomas",Republican,Arkansas,50959,21.016187235797506
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Arkansas,40068,16.524590163934427
1948,"Wallace, Henry",Progressive,Arkansas,751,0.3097226518197752
1944,Total,Total,Arkansas,212954,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Arkansas,148965,69.95172666397438
1944,"Dewey, Thomas",Republican,Arkansas,63551,29.84259511443786
1940,Total,Total,Arkansas,200743,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Arkansas,158622,79.01745017260876
1940,"Wilkie, Wendell",Republican,Arkansas,42121,20.982549827391242
1936,Total,Total,Arkansas,179423,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Arkansas,146765,81.79832017076963
1936,"Landon, Alf",Republican,Arkansas,32039,17.85668504037944
1932,Total,Total,Arkansas,220562,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Arkansas,189602,85.96313054832655
1932,"Hoover, Herbert",Republican,Arkansas,28467,12.906575021989282
1932,"Thomas, Norman",Socialist,Arkansas,1269,0.5753484281063828
1928,Total,Total,Arkansas,197693,100.0
1928,"Smith, Al",Democratic,Arkansas,119196,60.29348535355324
1928,"Hoover, Herbert",Republican,Arkansas,77751,39.32916188231248
1924,Total,Total,Arkansas,138532,100.0
1924,"Davis, John",Democratic,Arkansas,84795,61.209684405047206
1924,"Coolidge, Calvin",Republican,Arkansas,40564,29.28132128316923
1924,"LaFollette, Robert",Progressive,Arkansas,13173,9.508994311783558
1920,Total,Total,Arkansas,183637,100.0
1920,"Cox, John",Democratic,Arkansas,107409,58.48984681736251
1920,"Harding, Warren",Republican,Arkansas,71117,38.72694500563612
1920,"Debs, Eugene",Socialist,Arkansas,5111,2.783208177001367
1916,Total,Total,Arkansas,170104,100.0
1916,"Wilson, Woodrow",Democratic,Arkansas,112211,65.96611484738749
1916,"Hughes, Charles",Republican,Arkansas,48879,28.73477402059916
1916,"Benson, Allan",Socialist,Arkansas,6999,4.1145416921412785
1912,Total,Total,Arkansas,125104,100.0
1912,"Wilson, Woodrow",Democratic,Arkansas,68814,55.00543547768257
1912,"Taft, William",Republican,Arkansas,25585,20.450984780662488
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Arkansas,21644,17.300805729632945
1912,"Debs, Eugene",Socialist,Arkansas,8153,6.516977874408492
1908,Total,Total,Arkansas,151822,100.0
1908,"Bryan, William",Democratic,Arkansas,87015,57.31382803546258
