Year,2016,,,,2012,,,2008,,,2004,,,2000,,,,1996,,,,1992,,,,1988,,,1984,,,1980,,,,1976,,,1972,,,1968,,,,1964,,,1960,,,,1956,,,,1952,,,1948,,,,,1944,,,1940,,,1936,,,1932,,,,1928,,,1924,,,,1920,,,,1916,,,,1912,,,,,1908,,,,1904,,,,1900,,,1896,,,1892,,,,1888,,,1884,,,1880,,,,1876,,,1872,,,1868,,,1864,,,1860,,,,,1856,,,,1852,,,,1848,,,,1844,,,,1840,,,1836,,,,,1832,,,,1828,,
Nevada,1,0.47918,0.45501,0.03322,1,0.52356,0.45675,1,0.55147,0.42654,1,0.47878,0.5047,1,0.45976,0.49522,0.02464,1,0.43933,0.42915,0.09474,1,0.37358,0.34727,0.26185,1,0.37918,0.58857,1,0.31973,0.6585,1,0.26894,0.62536,0.07121,1,0.4581,0.50166,1,0.36319,0.63681,1,0.39294,0.47457,0.13249,1,0.58582,0.41418,1,0.51162,0.48838,0.0,1,0.42032,0.57968,0.0,1,0.38555,0.61445,1,0.50374,0.47261,0.0,0.02365,1,0.54621,0.45379,1,0.60076,0.39924,1,0.72808,0.27192,1,0.69409,0.30591,0.0,1,0.43465,0.56535,1,0.21949,0.41763,0.36288,1,0.36225,0.56921,0.06854,1,0.53356,0.364,0.092,1,0.39702,0.15889,0.27939,0.1647,1,0.45715,0.43933,0.08575,1,0.32868,0.56657,0.07635,1,0.6225,0.3775,1,0.8121,0.1879,1,0.06564,0.25841,0.66777,1,0.41937,0.57729,1,0.43588,0.56208,1,0.52401,0.47599,0.0,1,0.4727,0.5273,1,0.42569,0.57431,1,0.44606,0.55394,1,0.40158,0.59842,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
New Hampshire,1,0.46826,0.46459,0.04135,1,0.5198,0.46404,1,0.54127,0.44521,1,0.50242,0.48874,1,0.46803,0.4807,0.03901,1,0.49324,0.39371,0.09694,1,0.38859,0.3764,0.22556,1,0.36334,0.62491,1,0.30954,0.68659,1,0.2835,0.57736,0.12941,1,0.43471,0.54748,1,0.34855,0.63978,1,0.43925,0.52103,0.03758,1,0.6389,0.3611,1,0.46582,0.53418,0.0,1,0.33845,0.66113,0.00042,1,0.39078,0.60922,1,0.46662,0.52411,3e-05,0.00851,1,0.52112,0.47867,1,0.53221,0.46779,1,0.49726,0.47976,1,0.48988,0.50423,0.00461,1,0.41023,0.58653,1,0.34716,0.59826,0.05458,1,0.39387,0.59837,0.00776,1,0.49122,0.49059,0.01479,1,0.39477,0.37434,0.20229,0.02252,1,0.37561,0.59318,0.0145,1,0.37792,0.60074,0.01209,1,0.38423,0.59329,1,0.25875,0.68655,1,0.47108,0.51112,0.00328,1,0.47841,0.50342,1,0.46341,0.51136,1,0.4724,0.5194,0.00611,1,0.48053,0.51834,1,0.45606,0.5394,1,0.44763,0.55221,1,0.47442,0.52558,1,0.39257,0.56896,0.03222,0.00625,1,0.45706,0.53706,0.00588,1,0.56402,0.30644,0.12953,1,0.55411,0.29501,0.15089,1,0.55218,0.36323,0.0846,1,0.54663,0.43882,1,0.75013,0.24987,0.0,0.0,1,0.56756,0.43244,0.0,1,0.459,0.541
New Jersey,1,0.54989,0.41005,0.01855,1,0.58245,0.40501,1,0.57137,0.41605,1,0.52917,0.46233,1,0.56126,0.40291,0.02967,1,0.5372,0.35863,0.08522,1,0.42954,0.40581,0.15607,1,0.42598,0.5624,1,0.39198,0.60091,1,0.38558,0.51973,0.07885,1,0.47924,0.50081,1,0.36774,0.61574,1,0.43966,0.46097,0.09118,1,0.65607,0.33857,1,0.49959,0.49162,0.00879,1,0.34228,0.64684,0.01088,1,0.41987,0.56813,1,0.45931,0.50326,0.0,0.02189,1,0.50305,0.48954,1,0.51548,0.47932,1,0.59538,0.39569,1,0.49485,0.47586,0.02638,1,0.39791,0.59769,1,0.27414,0.62165,0.10027,1,0.28418,0.67653,0.03003,1,0.42678,0.54401,0.02104,1,0.412,0.20529,0.33602,0.03685,1,0.39075,0.56795,0.02194,1,0.38046,0.56679,0.02216,1,0.41094,0.55282,1,0.36016,0.59679,1,0.50668,0.46235,0.00292,1,0.49871,0.47518,1,0.4898,0.47309,1,0.49838,0.4902,0.01064,1,0.52664,0.47012,1,0.45479,0.54521,1,0.5088,0.4912,1,0.52835,0.47165,1,0.51866,0.48134,0.0,0.0,1,0.47228,0.2851,0.24262,1,0.53238,0.4633,0.00431,1,0.4747,0.51476,0.01054,1,0.49372,0.50456,0.00172,1,0.48149,0.51744,1,0.49473,0.50527,0.0,0.0,1,0.49887,0.49133,0.0098,1,0.47858,0.52124
New Mexico,1,0.48256,0.40043,0.09337,1,0.52993,0.42843,1,0.56907,0.41779,1,0.49047,0.49838,1,0.47909,0.47847,0.0355,1,0.49183,0.41856,0.05801,1,0.45899,0.37338,0.16122,1,0.46903,0.5186,1,0.39226,0.59704,1,0.36785,0.54967,0.06457,1,0.48284,0.5075,1,0.36557,0.61049,1,0.39746,0.51849,0.07864,1,0.59221,0.40242,1,0.50152,0.49415,0.00433,1,0.41783,0.57807,0.0041,1,0.44282,0.55392,1,0.56379,0.42928,0.0,0.00554,1,0.53466,0.46437,1,0.56586,0.43281,1,0.62693,0.36495,1,0.62721,0.35762,0.01171,1,0.40852,0.59014,1,0.43022,0.4852,0.08458,1,0.44275,0.54678,0.0,1,0.502,0.46644,0.02989,1,0.41391,0.35914,0.16905,0.0579,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
New York,1,0.59006,0.36516,0.02287,1,0.63346,0.35169,1,0.62884,0.36027,1,0.58365,0.40078,1,0.60221,0.35216,0.03578,1,0.5947,0.30612,0.07971,1,0.49726,0.33877,0.15746,1,0.5162,0.47518,1,0.45831,0.5384,1,0.43992,0.4666,0.07543,1,0.51872,0.47453,1,0.41206,0.58543,1,0.49756,0.44299,0.05285,1,0.68562,0.31308,1,0.52531,0.47269,0.002,1,0.3878,0.61189,0.00031,1,0.43554,0.55453,1,0.44998,0.45985,0.0,0.08247,1,0.52309,0.47297,1,0.51504,0.47949,1,0.58845,0.38966,1,0.54066,0.41333,0.03784,1,0.47436,0.49785,1,0.2913,0.55763,0.1455,1,0.26953,0.64556,0.07011,1,0.44507,0.51529,0.02693,1,0.41275,0.28677,0.2456,0.03994,1,0.4074,0.53106,0.02347,1,0.42279,0.53131,0.0228,1,0.43827,0.531,1,0.38723,0.57578,1,0.48988,0.45583,0.01229,1,0.48188,0.49277,1,0.4825,0.48151,1,0.48418,0.50324,0.01121,1,0.51398,0.48174,1,0.46772,0.53228,1,0.50588,0.49412,1,0.49538,0.50462,1,0.46287,0.53713,0.0,0.0,1,0.32839,0.46272,0.2089,1,0.50179,0.44971,0.0485,1,0.25073,0.47941,0.26428,1,0.48898,0.47847,0.03254,1,0.48179,0.51184,1,0.54625,0.45375,0.0,0.0,1,0.52103,0.47897,0.0,1,0.51448,0.48552
North Carolina,1,0.46173,0.49828,0.02744,1,0.48351,0.50393,1,0.49704,0.49376,1,0.43583,0.56017,1,0.43201,0.56029,0.0,1,0.44036,0.48729,0.0668,1,0.42653,0.43443,0.13702,1,0.41706,0.57968,1,0.37892,0.61897,1,0.47183,0.49305,0.02845,1,0.55269,0.44219,1,0.28889,0.69464,1,0.29236,0.39508,0.31256,1,0.56151,0.43849,1,0.52109,0.47891,0.0,1,0.50664,0.49336,0.0,1,0.5391,0.4609,1,0.58021,0.32681,0.08803,0.00495,1,0.66713,0.33287,1,0.74031,0.25969,1,0.73397,0.26598,1,0.69932,0.29282,0.00786,1,0.45064,0.54936,1,0.58893,0.39726,0.01378,1,0.56695,0.43219,0.00083,1,0.58096,0.4171,0.00176,1,0.59244,0.11946,0.28341,0.0042,1,0.54217,0.4549,0.00147,1,0.59711,0.3967,0.0006,1,0.53922,0.45466,1,0.52638,0.46817,1,0.47437,0.35803,0.15819,1,0.51793,0.47199,1,0.53252,0.46588,1,0.51548,0.47984,0.00467,1,0.53622,0.46378,1,0.42461,0.57381,1,0.46589,0.53411,1,0,0,1,0.0283,0.0,0.50507,0.46663,1,0.56781,0.0,0.43219,1,0.50434,0.4949,0.0,1,0.44798,0.5517,0.0,1,0.47608,0.52389,0.0,1,0.42321,0.57679,1,0.531,0.0,0.46898,0.0,1,0.84771,0.15229,0.0,1,0.73075,0.26896
North Dakota,1,0.27227,0.62956,0.06224,1,0.38691,0.58322,1,0.44503,0.53153,1,0.35499,0.62861,1,0.33054,0.60656,0.03295,1,0.40128,0.46939,0.12205,1,0.32184,0.44216,0.23069,1,0.42972,0.56031,1,0.33799,0.6484,1,0.26261,0.64234,0.0784,1,0.45803,0.51657,1,0.35786,0.62068,1,0.38231,0.55942,0.05746,1,0.57968,0.41878,1,0.44522,0.55421,0.00057,1,0.38089,0.61721,0.0019,1,0.28392,0.70971,1,0.4341,0.52166,0.00169,0.03802,1,0.45485,0.53838,1,0.44176,0.55058,1,0.59605,0.26579,1,0.69589,0.28004,0.01374,1,0.44461,0.54797,1,0.06961,0.47685,0.45169,1,0.18186,0.77789,0.04025,1,0.47843,0.46339,0.04954,1,0.34136,0.26669,0.29714,0.08046,1,0.3479,0.61021,0.02561,1,0.20386,0.75121,0.02869,1,0.39642,0.55246,1,0.4365,0.5557,1,0.0,0.48505,0.49006,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Ohio,1,0.43243,0.51314,0.03152,1,0.50577,0.47603,1,0.51383,0.468,1,0.48707,0.50814,1,0.46461,0.49968,0.02505,1,0.47376,0.41017,0.10656,1,0.40181,0.38347,0.2098,1,0.44146,0.55,1,0.40141,0.589,1,0.4091,0.51511,0.05941,1,0.48922,0.48652,1,0.3807,0.59633,1,0.42947,0.45231,0.11806,1,0.62943,0.37057,1,0.46716,0.53284,0.0,1,0.38886,0.61114,0.0,1,0.43244,0.56756,1,0.49481,0.49239,0.0,0.0128,1,0.49817,0.50183,1,0.52204,0.47796,1,0.57995,0.37438,1,0.49879,0.47029,0.02456,1,0.34453,0.64885,1,0.23702,0.58333,0.17753,1,0.38584,0.58468,0.02827,1,0.51855,0.44182,0.03269,1,0.40964,0.26822,0.22159,0.08692,1,0.44824,0.51029,0.03013,1,0.34317,0.59747,0.0361,1,0.45659,0.52296,1,0.47077,0.51858,1,0.47534,0.4766,0.01747,1,0.47177,0.49509,1,0.46938,0.50991,1,0.47012,0.51733,0.00891,1,0.49067,0.50209,1,0.46147,0.53236,1,0.45996,0.54004,1,0.43628,0.56372,1,0.43298,0.51242,0.02611,0.02817,1,0.44211,0.48512,0.07277,1,0.47831,0.43185,0.08984,1,0.47118,0.42121,0.10761,1,0.47742,0.4968,0.02578,1,0.45567,0.54103,1,0.47564,0.51874,0.0,0.0,1,0.51326,0.48352,0.00322,1,0.51604,0.48396
Oklahoma,1,0.28932,0.65323,0.05745,1,0.33228,0.66772,1,0.34355,0.65645,1,0.3443,0.6557,1,0.38427,0.60308,0.0,1,0.40449,0.48256,0.10838,1,0.34025,0.42646,0.23007,1,0.41282,0.57929,1,0.30667,0.68611,1,0.34968,0.605,0.0333,1,0.48747,0.49962,1,0.23997,0.73699,1,0.31986,0.47684,0.2033,1,0.55746,0.44254,1,0.4098,0.5902,0.0,1,0.44869,0.55131,0.0,1,0.45411,0.54589,1,0.62747,0.37253,0.0,0.0,1,0.55567,0.44203,1,0.57408,0.42225,1,0.66832,0.32694,1,0.73296,0.26704,0.0,1,0.35441,0.63717,1,0.48409,0.42815,0.08776,1,0.44605,0.50108,0.05287,1,0.50651,0.33252,0.15454,1,0.46949,0.35771,0.0,0.1642,1,0.47989,0.43326,0.08524,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Oregon,1,0.50072,0.39094,0.04708,1,0.54239,0.4215,1,0.56749,0.40401,1,0.51349,0.47193,1,0.46959,0.46518,0.05043,1,0.47152,0.3906,0.08798,1,0.42479,0.32527,0.24209,1,0.51278,0.46611,1,0.4374,0.55906,1,0.3867,0.48331,0.09512,1,0.47618,0.47784,1,0.42326,0.52448,1,0.43784,0.49832,0.06062,1,0.63718,0.35963,1,0.4732,0.52557,0.00124,1,0.44753,0.55247,0.0,1,0.38929,0.60544,1,0.46395,0.49783,0.0,0.02858,1,0.51783,0.46937,1,0.53698,0.45623,1,0.64425,0.29638,1,0.5799,0.36881,0.04189,1,0.34138,0.64181,1,0.24183,0.51014,0.24474,1,0.33548,0.60201,0.04109,1,0.45896,0.48467,0.03711,1,0.34343,0.25301,0.27437,0.09737,1,0.34313,0.5639,0.06618,1,0.19435,0.67057,0.08451,1,0.39411,0.55461,1,0.4798,0.50074,1,0.18146,0.44594,0.34354,1,0.42879,0.53823,1,0.46703,0.50985,1,0.48882,0.50508,0.0061,1,0.47378,0.50915,1,0.38428,0.58659,1,0.50371,0.49629,1,0.461,0.539,1,0.27986,0.36204,0.34374,0.01436,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Pennsylvania,1,0.47455,0.48174,0.02379,1,0.5196,0.46576,1,0.54466,0.44151,1,0.50924,0.48424,1,0.50599,0.46429,0.02104,1,0.49174,0.39972,0.09564,1,0.45146,0.36127,0.182,1,0.48387,0.50705,1,0.45989,0.53341,1,0.42476,0.49586,0.06422,1,0.50396,0.47732,1,0.39131,0.59113,1,0.47587,0.4402,0.07974,1,0.64921,0.34704,1,0.51059,0.48735,0.00206,1,0.43303,0.5649,0.00207,1,0.46852,0.52735,1,0.46917,0.50927,0.0,0.01477,1,0.51135,0.48357,1,0.53228,0.46334,1,0.56881,0.40842,1,0.45326,0.50838,0.03191,1,0.33885,0.65238,1,0.19078,0.65342,0.1434,1,0.27196,0.65757,0.03809,1,0.40221,0.54253,0.03287,1,0.3249,0.22448,0.36535,0.06866,1,0.35408,0.58841,0.02676,1,0.2733,0.67997,0.01768,1,0.3616,0.60745,1,0.36273,0.60979,1,0.45091,0.51446,0.00869,1,0.44772,0.52737,1,0.43456,0.52973,1,0.46575,0.50836,0.02363,1,0.48249,0.50618,1,0.37645,0.62065,1,0.47796,0.52204,1,0.48247,0.51753,1,0.03519,0.56257,0.37543,0.02682,1,0.50132,0.32007,0.17861,1,0.51197,0.4618,0.0219,1,0.46663,0.50281,0.03056,1,0.50501,0.48594,0.00905,1,0.49883,0.49999,1,0.51181,0.48819,0.0,0.0,1,0.57962,0.0,0.42038,1,0.66657,0.33343
Rhode Island,1,0.54407,0.38898,0.03177,1,0.62701,0.35244,1,0.62864,0.35058,1,0.59423,0.38671,1,0.60988,0.31912,0.06124,1,0.59713,0.26822,0.11203,1,0.47036,0.2902,0.23164,1,0.55638,0.43933,1,0.48017,0.51665,1,0.4767,0.37203,0.14377,1,0.55363,0.44081,1,0.46811,0.53001,1,0.64031,0.31782,0.04072,1,0.80869,0.19128,1,0.63628,0.36372,0.0,1,0.4174,0.58259,1e-05,1,0.49046,0.50889,1,0.57594,0.41436,0.0,0.00799,1,0.58593,0.41262,1,0.56728,0.43174,1,0.53101,0.4018,1,0.55079,0.43305,0.01179,1,0.50159,0.49547,1,0.36459,0.59627,0.0363,1,0.32779,0.63973,0.0259,1,0.45998,0.51082,0.0218,1,0.39043,0.35565,0.21668,0.0263,1,0.34163,0.60763,0.01888,1,0.36179,0.60599,0.01392,1,0.35036,0.59744,1,0.26392,0.68334,1,0.45748,0.50709,0.00429,1,0.42992,0.53879,1,0.37811,0.5807,1,0.3687,0.62237,0.00807,1,0.4023,0.59289,1,0.28056,0.71944,1,0.33509,0.66491,1,0.37759,0.62241,1,0.3863,0.6137,0.0,0.0,1,0.337,0.5785,0.0845,1,0.51367,0.44846,0.03787,1,0.32685,0.60771,0.06544,1,0.39582,0.59548,0.0087,1,0.3829,0.61223,1,0.52238,0.47762,0.0,0.0,1,0.43071,0.56929,0.0,1,0.22965,0.77035
South Carolina,1,0.40673,0.54939,0.0234,1,0.44088,0.54561,1,0.44897,0.53874,1,0.40903,0.57981,1,0.40905,0.56832,0.01465,1,0.43851,0.49889,0.05601,1,0.39876,0.48024,0.11548,1,0.37581,0.61505,1,0.35566,0.63553,1,0.48036,0.49569,0.0159,1,0.56171,0.43128,1,0.27921,0.70577,1,0.29609,0.38091,0.32299,1,0.41105,0.58894,1,0.51237,0.48762,0.0,1,0.45369,0.25184,0.29446,1,0.50722,0.49278,1,0.24144,0.03778,0.71969,0.00108,1,0.87643,0.04459,1,0.95631,0.04367,1,0.98574,0.01426,1,0.98027,0.01895,0.00079,1,0.91393,0.08539,1,0.96564,0.02213,0.01222,1,0.96051,0.03907,0.00042,1,0.96707,0.02424,0.00211,1,0.95937,0.01063,0.02565,0.00325,1,0.93837,0.05943,0.00151,1,0.95364,0.04634,0.0,1,0.92956,0.07044,1,0.85295,0.13509,1,0.77556,0.18928,0.03414,1,0.82283,0.17171,1,0.75254,0.23413,1,0.65513,0.34132,0.00334,1,0.49757,0.50243,1,0.23781,0.75734,1,0.42066,0.57934,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
South Dakota,1,0.31737,0.61531,0.05634,1,0.39866,0.57889,1,0.44747,0.53159,1,0.38444,0.59911,1,0.37564,0.60297,0.0,1,0.43027,0.46489,0.0965,1,0.37141,0.40659,0.21798,1,0.46506,0.5285,1,0.36529,0.63003,1,0.31692,0.60525,0.0654,1,0.48912,0.50388,1,0.45523,0.54154,1,0.41962,0.53274,0.04764,1,0.55612,0.44388,1,0.41786,0.58214,0.0,1,0.41615,0.58385,0.0,1,0.30728,0.69272,1,0.47041,0.51839,0.0,0.0112,1,0.41672,0.58328,1,0.42591,0.57409,1,0.54018,0.42495,1,0.63624,0.34396,0.00538,1,0.39203,0.60185,1,0.13349,0.49689,0.36963,1,0.1972,0.60741,0.0,1,0.45905,0.49803,0.02916,1,0.42074,0.0,0.50557,0.04008,1,0.35083,0.58842,0.0248,1,0.21667,0.71091,0.03095,1,0.41139,0.56729,1,0.49699,0.49478,1,0.12878,0.49477,0.37644,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Tennessee,1,0.34716,0.60722,0.02807,1,0.39039,0.59422,1,0.41793,0.56848,1,0.42513,0.56812,1,0.47285,0.51149,0.00953,1,0.47999,0.4559,0.05592,1,0.47085,0.42433,0.10086,1,0.41546,0.5789,1,0.41572,0.5784,1,0.48408,0.48699,0.02225,1,0.55941,0.42942,1,0.29745,0.67696,1,0.2813,0.37849,0.34021,1,0.55505,0.44492,1,0.45775,0.52917,0.01308,1,0.48595,0.49211,0.02194,1,0.49712,0.49985,1,0.49139,0.36874,0.13414,0.00339,1,0.60449,0.39223,1,0.6725,0.32354,1,0.68782,0.30811,1,0.66488,0.32479,0.0046,1,0.4604,0.53756,1,0.52855,0.43544,0.03534,1,0.48191,0.51287,0.00522,1,0.56314,0.42699,0.00934,1,0.528,0.24004,0.21451,0.01415,1,0.52729,0.45873,0.00727,1,0.54234,0.43404,0.00558,1,0.53034,0.44953,1,0.52093,0.46333,1,0.51356,0.37834,0.09001,1,0.52256,0.45763,1,0.51454,0.47735,1,0.53263,0.44264,0.02473,1,0.5979,0.4021,1,0.5216,0.4784,1,0.31573,0.68427,1,0,0,1,0.07721,0.0,0.44555,0.47724,1,0.52181,0.0,0.47819,1,0.4927,0.5073,0.0,1,0.47477,0.52523,0.0,1,0.49949,0.50051,0.0,1,0.4434,0.5566,1,0.42076,0.0,0.57924,0.0,1,0.95422,0.04578,0.0,1,0.95186,0.04814
Texas,1,0.43235,0.52235,0.03161,1,0.41354,0.57126,1,0.43629,0.55384,1,0.38224,0.61086,1,0.37982,0.59299,0.02154,1,0.43832,0.48759,0.06746,1,0.37078,0.4056,0.22015,1,0.43349,0.55954,1,0.36114,0.63611,1,0.4142,0.55282,0.02458,1,0.51139,0.4797,1,0.33239,0.66199,1,0.41138,0.39873,0.18973,1,0.63316,0.36492,1,0.5052,0.48519,0.00961,1,0.43975,0.55259,0.00765,1,0.46688,0.53127,1,0.65961,0.24286,0.09105,0.00314,1,0.71423,0.16641,1,0.8092,0.18914,1,0.8708,0.12317,1,0.88062,0.11345,0.00515,1,0.481,0.51768,1,0.73703,0.19775,0.06522,1,0.59339,0.23536,0.01669,1,0.76925,0.17451,0.05091,1,0.72732,0.09454,0.08862,0.0825,1,0.73973,0.22354,0.02679,1,0.71451,0.21898,0.01193,1,0.63117,0.30833,1,0.67996,0.3075,1,0.56651,0.19222,0.23615,1,0.65699,0.24733,1,0.69261,0.28632,1,0.64713,0.2395,0.11337,1,0.70044,0.29956,1,0.57075,0.40712,1,0,0,1,0,0,1,0.0,0.0,0.7549,0.2451,1,0.66589,0.0,0.33411,1,0.73068,0.26932,0.0,1,0.70291,0.29709,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Utah,1,0.27166,0.45053,0.03463,1,0.24667,0.72547,1,0.34168,0.62151,1,0.25996,0.71536,1,0.26345,0.6683,0.04651,1,0.33297,0.54371,0.09985,1,0.24652,0.4336,0.27336,1,0.32046,0.66219,1,0.24675,0.74502,1,0.20566,0.72769,0.05012,1,0.33649,0.62437,1,0.26393,0.6764,1,0.37075,0.56495,0.06367,1,0.54864,0.45136,1,0.45168,0.54805,0.00027,1,0.35439,0.64561,0.0,1,0.41075,0.58925,1,0.53981,0.45023,0.0,0.0097,1,0.60442,0.39421,1,0.62254,0.37588,1,0.69341,0.29793,1,0.56516,0.41047,0.01978,1,0.45857,0.53577,1,0.29939,0.49256,0.20805,1,0.3884,0.55925,0.02166,1,0.58783,0.37819,0.03116,1,0.32548,0.3746,0.2151,0.08029,1,0.39223,0.56188,0.04507,1,0.32864,0.61419,0.05672,1,0.48295,0.50584,1,0.82703,0.1727,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Vermont,1,0.56678,0.30269,0.03199,1,0.66571,0.30973,1,0.67456,0.30449,1,0.58937,0.38801,1,0.50635,0.40697,0.06923,1,0.53354,0.3109,0.12004,1,0.46114,0.30418,0.22779,1,0.47579,0.51095,1,0.40812,0.57923,1,0.38409,0.44369,0.14896,1,0.43142,0.54342,1,0.36467,0.62665,1,0.43527,0.52751,0.03162,1,0.66299,0.33688,1,0.41349,0.58647,4e-05,1,0.27814,0.72161,0.00025,1,0.28234,0.7145,1,0.36924,0.61537,0.0,0.01037,1,0.42932,0.57057,1,0.44924,0.54781,1,0.43235,0.56388,1,0.41076,0.57661,0.01119,1,0.32872,0.66871,1,0.15667,0.78216,0.05795,1,0.23253,0.75824,0.0,1,0.3522,0.62427,0.01238,1,0.24433,0.37128,0.35218,0.01477,1,0.21822,0.7508,0.0,1,0.18843,0.77974,0.01655,1,0.22858,0.75729,1,0.16665,0.80077,1,0.29258,0.68091,0.00079,1,0.25649,0.69046,1,0.29176,0.66521,1,0.28148,0.69807,0.01876,1,0.31376,0.68302,1,0.20623,0.78294,1,0.21428,0.78572,1,0.23899,0.76101,1,0.19407,0.75861,0.04187,0.00487,1,0.20842,0.77956,0.01074,1,0.2972,0.50519,0.19642,1,0.22845,0.4827,0.28874,1,0.36964,0.54844,0.0813,1,0.3547,0.63902,1,0.4007,0.5993,0.0,0.0,1,0.24496,0.34711,0.40793,1,0.24768,0.75232
Virginia,1,0.49751,0.44428,0.0297,1,0.51156,0.47283,1,0.52629,0.46331,1,0.45484,0.53682,1,0.44436,0.52474,0.02168,1,0.45148,0.47105,0.06615,1,0.40593,0.44966,0.13626,1,0.39231,0.59735,1,0.37093,0.62287,1,0.40309,0.53033,0.05113,1,0.47958,0.49293,1,0.30122,0.67844,1,0.32493,0.43358,0.23638,1,0.53541,0.46181,1,0.46967,0.52437,0.00596,1,0.38362,0.55368,0.06269,1,0.43357,0.56325,1,0.47891,0.41042,0.1035,0.00488,1,0.62364,0.37387,1,0.68077,0.31552,1,0.70229,0.2939,1,0.68463,0.30085,0.00799,1,0.45896,0.53907,1,0.62484,0.32787,0.04641,1,0.61329,0.3786,0.00349,1,0.66772,0.32051,0.0069,1,0.65947,0.17002,0.15898,0.00599,1,0.60516,0.38356,0.00186,1,0.61843,0.36945,0.00155,1,0.55289,0.43817,1,0.52501,0.45942,1,0.56165,0.38701,0.042,1,0.49987,0.49459,1,0.51054,0.48901,1,0.60526,0.39474,0.0,1,0.59576,0.40424,1,0.49487,0.50467,1,0,0,1,0,0,1,0.09706,0.01131,0.44535,0.44629,1,0.59962,0.0,0.40038,1,0.55709,0.44291,0.0,1,0.50801,0.49199,0.0,1,0.53045,0.46955,0.0,1,0.50648,0.49352,1,0.56643,0.0,0.43348,0.0,1,0.7496,0.25034,7e-05,1,0.68991,0.31009
Washington,1,0.52539,0.36833,0.0485,1,0.55798,0.41026,1,0.57344,0.40259,1,0.52773,0.45598,1,0.50132,0.44555,0.04139,1,0.4984,0.37301,0.08918,1,0.43398,0.31956,0.23677,1,0.50048,0.48456,1,0.42855,0.55824,1,0.37316,0.49658,0.10622,1,0.46114,0.49998,1,0.3864,0.56915,1,0.47232,0.45121,0.07436,1,0.61966,0.37373,1,0.48269,0.50684,0.01047,1,0.45443,0.53909,0.00648,1,0.44694,0.54331,1,0.52611,0.42684,0.0,0.03502,1,0.56844,0.42237,1,0.58217,0.40578,1,0.66381,0.29883,1,0.57458,0.33936,0.02778,1,0.31302,0.67056,1,0.10163,0.52242,0.35756,1,0.21142,0.55964,0.02235,1,0.48134,0.43887,0.05984,1,0.26902,0.21823,0.35223,0.12433,1,0.31918,0.5768,0.0771,1,0.19358,0.69955,0.06905,1,0.41696,0.53436,1,0.5697,0.41838,1,0.33878,0.41446,0.21786,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
